Branch,First Name,Last Name,District,HB 1635: Floor Amendment #3,HB 1700: Recommendation #34,HB 1908,HB 2241,HB 2269,HB 2292,HB 2329,HB 2611,HB 2696,SB 1328,SB 1355,SB 1456,SB 1573,SB 1605,SB 1666
House,Robert,Orrock Sr.,54,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,-,"Candidate voted against designating funds for green job training, which holds back Virginia from creating a workforce in renewables.",Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,"Candidate voted against establishing an environmental justice council, which denies the Governor meaningful advice about climate change's impact on low income communities.",-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Christopher,Peace,97,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Todd,Pillion,4,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Kenneth,Plum,36,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,"Candidate voted to establish an environmental justice council, which ensure the Governor receives meaningful advice about climate change's impact on low income communities.",-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Brenda,Pogge,96,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Charles,Poindexter,9,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,"Candidate voted against strengthening stormwater management programs, which weakens protection from storms increased by climate change.",Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Cia,Price,95,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Margaret,Ransone,99,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to continue unnecesarry limitations on renewable energy access, which prevents Virginia from reducing fossil fuel dependency.",Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Sam,Rasoul,11,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,"Candidate voted against ensuring coal plants dispose of coal ash safely and sustainably. This threatens public safety by permitting pollution of waterways, ground water, drinking water, and the air.",-,-,-,-
House,David,Reid,32,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Roxann,Robinson,27,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,"Candidate voted against strengthening stormwater management programs, which weakens protection from storms increased by climate change.",Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Debra,Rodman,73,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Danica,Roem,13,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Nick,Rush,7,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Ibraheem,Samirah,86,-,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,-,-,-,-,-,-,-,-,-,-,-,-,-
House,Mark,Sickles,43,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,"Candidate voted to strengthen stormwater management programs, which ensures better protection from storms increased by climate change.",Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Marcus,Simon,53,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Christopher,Stolle,83,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Rip,Sullivan Jr.,48,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Bob,Thomas Jr.,28,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Luke,Torian,52,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,"Candidate voted to establish an environmental justice council, which ensure the Governor receives meaningful advice about climate change's impact on low income communities.",-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,David,Toscano,57,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to remove unnecesarry limitations on renewable energy access, which allows Virginia to reduce fossil fuel dependency.",Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Kathy,Tran,42,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Cheryl,Turpin,85,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Roslyn,Tyler,75,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Schuyler,VanValkenburg,72,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Jeion,Ward,92,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,"Candidate voted to establish an environmental justice council, which ensure the Governor receives meaningful advice about climate change's impact on low income communities.",-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Lee,Ware,65,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,"Candidate voted against establishing an environmental justice council, which denies the Governor meaningful advice about climate change's impact on low income communities.",-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Vivian,Watts,39,Candidate voted for a progressive reform to move Virginia from fossil fuels to clean energy by 2035.,Candidate voted to keep Virginia in innovative regional partnerships that work to improve transportation and limit climate pollution through RGGI and TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative).,"Candidate voted to integrate basic environmental education into classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to make it more difficult for Virginia to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,-,Candidate voted to make it more difficult for Virginia to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
House,Michael,Webert,18,"Candidate voted against moving Virginia to clean energy by 2035, which stunts Virginia's growth as a leader on renewables. Virginia trails its neighbors in clean energy jobs, and Candidate's vote ensures that other states will reap the rewards of clean energy, not Virginia. ",Candidate voted against letting Virginia partner with its neighbors to reduce climate pollution from cars and power plants through RGGI and the TCI (Regional Greenhouse Gas Initiative and the Transportation and Climate Initiative). This directly affects Virginia's ability to attract clean energy jobs and innovate in the transportation sector.,"Candidate voted against integrating basic environmental education to Virginia's classrooms, a proposal that had both industry and environmental group support.",-,Candidate voted to preserve Virginia's ability to enter regional collaborative efforts to combat climate change in the transportation sector (via the Transportation and Climate Initiative).,Candidate voted to ensure that the State Corporation Commission cannot reject or cut climate-forward legislation without reason.,"Candidate voted to continue unnecesarry limitations on renewable energy access, which prevents Virginia from reducing fossil fuel dependency.",Candidate voted to preserve Virginia's ability to enter into a regional cap and trade program (RGGI). States in this program have seen lower electricity bills and more clean job growth - joining it makes common sense.,-,-,Candidate voted to ensure that coal plants dispose of coal ash- one of the largest types of industrial waste generated in the United States- safely and sustainably.,-,-,-,-
